1	Skopski	     589
2	Jugozapaden	     179
3	Jugoistocen	      612
4	Poloski	      107
5	Severoistocen	      83
6	Istocen	      535
7	Vardarski	      391
8	Pelagoniski	      382
9	Vkupno	      2878
