1	Skopski	     1207
2	Jugozapaden	     326
3	Jugoistocen	      409
4	Poloski	      159
5	Severoistocen	      395
6	Istocen	      430
7	Vardarski	      275
8	Pelagoniski	      575
9	Vkupno	      3776
