1	Skopski	     2729
2	Jugozapaden	     808
3	Jugoistocen	      829
4	Poloski	      634
5	Severoistocen	      779
6	Istocen	      753
7	Vardarski	      650
8	Pelagoniski	      1295
9	Vkupno	      8477
