1	Skopski	     647
2	Jugozapaden	     110
3	Jugoistocen	      193
4	Poloski	      86
5	Severoistocen	      328
6	Istocen	      355
7	Vardarski	      238
8	Pelagoniski	      328
9	Vkupno	      12302
