1	Skopski	     572
2	Jugozapaden	     183
3	Jugoistocen	      433
4	Poloski	      58
5	Severoistocen	      173
6	Istocen	      369
7	Vardarski	      176
8	Pelagoniski	      415
9	Vkupno	      2379
