1	Skopski	     2168
2	Jugozapaden	     627
3	Jugoistocen	      428
4	Poloski	      1089
5	Severoistocen	      691
6	Istocen	      594
7	Vardarski	      391
8	Pelagoniski	      759
9	Vkupno	      6747
