1	Skopski	     1592
2	Jugozapaden	     2254
3	Jugoistocen	      952
4	Poloski	      258
5	Severoistocen	      958
6	Istocen	      452
7	Vardarski	      800
8	Pelagoniski	      785
9	Vkupno	      8051
