1	Skopski	     7840
2	Jugozapaden	     1649
3	Jugoistocen	      2339
4	Poloski	      917
5	Severoistocen	      1631
6	Istocen	      2576
7	Vardarski	      2320
8	Pelagoniski	      3984
9	Vkupno	      23256
