1	Skopski	     592
2	Jugozapaden	     2593
3	Jugoistocen	      953
4	Poloski	      1584
5	Severoistocen	      1534
6	Istocen	      1284
7	Vardarski	      254
8	Pelagoniski	      357
9	Vkupno	      9151
