1	Skopski	     2283
2	Jugozapaden	     466
3	Jugoistocen	      272
4	Poloski	      324
5	Severoistocen	      575
6	Istocen	      508
7	Vardarski	      392
8	Pelagoniski	      636
9	Vkupno	      5456
