1	Skopski	     552
2	Jugozapaden	     166
3	Jugoistocen	      182
4	Poloski	      37
5	Severoistocen	      79
6	Istocen	      199
7	Vardarski	      186
8	Pelagoniski	      343
9	Vkupno	      1744
