1	Skopski	     333
2	Jugozapaden	     32
3	Jugoistocen	      304
4	Poloski	      21
5	Severoistocen	      76
6	Istocen	      422
7	Vardarski	      207
8	Pelagoniski	      57
9	Vkupno	      1452
