1	Skopski	     1051
2	Jugozapaden	     196
3	Jugoistocen	      745
4	Poloski	      64
5	Severoistocen	      227
6	Istocen	      551
7	Vardarski	      1319
8	Pelagoniski	      595
9	Vkupno	      4748
