1	Skopski	     1559
2	Jugozapaden	     416
3	Jugoistocen	      822
4	Poloski	      130
5	Severoistocen	      555
6	Istocen	      663
7	Vardarski	      593
8	Pelagoniski	      1049
9	Vkupno	      5787
