1	Skopski	     770
2	Jugozapaden	     117
3	Jugoistocen	      1623
4	Poloski	      104
5	Severoistocen	      60
6	Istocen	      1517
7	Vardarski	      525
8	Pelagoniski	      139
9	Vkupno	      4855
