1	Skopski	     4307
2	Jugozapaden	     905
3	Jugoistocen	      1080
4	Poloski	      471
5	Severoistocen	      1308
6	Istocen	      1275
7	Vardarski	      1230
8	Pelagoniski	      1726
9	Vkupno	      12302
